City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
328,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,55.99,77,0,6.71,clear sky
329,Port-Gentil,GA,-0.7193,8.7815,80.56,83,20,11.5,few clouds
330,Japura,ID,-0.3167,102.35,74.07,97,88,0.89,moderate rain
331,Sydney,AU,-33.8679,151.2073,57.27,86,20,3.0,few clouds
332,Pevek,RU,69.7008,170.3133,36.18,87,58,6.82,broken clouds
333,Hamilton,US,39.1834,-84.5333,78.64,59,55,5.91,broken clouds
334,Nueve De Julio,AR,-35.4444,-60.8831,38.71,57,35,7.25,scattered clouds
335,Chotila,IN,22.4167,71.1833,87.26,69,51,10.56,broken clouds
336,Matamoros,MX,25.5333,-103.25,91.51,31,40,11.5,dust
337,Bowen,AU,-20.0167,148.2333,73.62,82,36,6.89,scattered clouds
338,Osecina,RS,44.3731,19.6014,61.41,84,46,4.97,scattered clouds
339,Meadow Lake,US,34.8014,-106.5436,99.48,43,62,21.36,broken clouds
340,Purwodadi,ID,-7.0868,110.9158,78.51,88,97,3.04,overcast clouds
341,Palmer,US,42.1584,-72.3287,72.37,47,62,1.01,broken clouds
342,Fairbanks,US,64.8378,-147.7164,85.1,30,1,3.0,clear sky
